Title	Year	Journal	Targeted organisms	Technical target	Methods	Topics
Comparison between Listeria sensu stricto and Listeria sensu lato strains identifies novel determinants involved in infection	2017	Scientific Reports	Bacteria, Pathogen	Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Selection for avian leukosis virus integration sites determines the clonal progression of B-cell lymphomas	2017	PLoS Pathogens	Virus		(Meta)genomics	Health & Disease
Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus	2017	Genome Biology and Evolution	Virus	Community (taxonomy) profiling	(Meta)genomics	Ecosystem Dynamics & Biodiversity
Relationship between Gingival Crevicular Fluid Microbiota and Cytokine Profile in Periodontal Host Homeostasis	2017	Frontiers in Microbiology	Bacteria, Virus, Microbiome	Community (taxonomy) profiling, Gene identification / Biomarker		Ecosystem Dynamics & Biodiversity, Health & Disease
Diversity and dynamics of lactic acid bacteria in Atole agrio, a traditional maize-based fermented beverage from South-Eastern Mexico, analysed by high throughput sequencing and culturing	2017	Antonie van Leeuwenhoek	Bacteria	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity
Feed additives shift gut microbiota and enrich antibiotic resistance in swine gut.	2017	The Science of the total environment	Microbiome	AMR		Health & Disease
Dissecting the ‘bacon and eggs’ phenotype: transcriptomics of post-anthesis colour change in Lotus	2017	Annals of Botany		Community (taxonomy) profiling	(Meta)transcriptomics	
Vertical Transmission of Hepatitis C Virus: Variable Transmission Bottleneck and Evidence of Midgestation In Utero Infection	2017	Journal of Virology	Virus			Health & Disease
Shrimp miR-10a Is Co-opted by White Spot Syndrome Virus to Increase Viral Gene Expression and Viral Replication	2017	Frontiers in Immunology	Virus	Interactome		Health & Disease
Lineage overwhelms environmental conditions in determining rhizosphere bacterial community structure in a cosmopolitan invasive plant	2017	Nature Communications	Bacteria, Microbiome	Community (taxonomy) profiling, Interactome, AMR		Ecosystem Dynamics & Biodiversity, Health & Disease
ASaiM: a Galaxy-based framework to analyze raw shotgun data from microbiota	2017	bioRxiv	Microbiome	Community (taxonomy) profiling, Functional analysis	Metabarcoding, (Meta)genomics, Metagenomics, (Meta)transcriptomics, Metatranscriptomics	Ecosystem Dynamics & Biodiversity
Predictive and Comparative Network Analysis of the Gut Microbiota in Type 2 Diabetes	2017	Proceedings of the 8th ACM International Conference on Bioinformatics, Computational Biology,and Health Informatics	Microbiome	Comparative analysis		Health & Disease
Breast tissue, oral and urinary microbiomes in breast cancer	2017	Oncotarget	Bacteria, Microbiome		Metabarcoding	Health & Disease
RNA Sequencing of Murine Norovirus-Infected Cells Reveals Transcriptional Alteration of Genes Important to Viral Recognition and Antigen Presentation	2017	Frontiers in Immunology	Virus, Pathogen	Functional analysis, Interactome	(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Strand-specific transcriptomes of Enterohemorrhagic Escherichia coli in response to interactions with ground beef microbiota: interactions between microorganisms in raw meat	2017	BMC Genomics	Bacteria, Microbiome, Pathogen	Community (taxonomy) profiling, Functional analysis, Interactome	Metabarcoding, (Meta)genomics, Metagenomics, (Meta)transcriptomics	Health & Disease
Hypoxia‐Sensitive COMMD1 Integrates Signaling and Cellular Metabolism in Human Macrophages and Suppresses Osteoclastogenesis	2017	Immunity	Virus			Ecosystem Dynamics & Biodiversity
Whole-genome characterization of Uruguayan strains of avian infectious bronchitis virus reveals extensive recombination between the two major South American lineages	2017	Infection, Genetics and Evolution	Virus		(Meta)genomics	Health & Disease
Failure of phylogeny inferred from multilocus sequence typing to represent bacterial phylogeny	2017	Scientific Reports	Bacteria	SNP, (M)LST	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Opposing roles of Toll-like receptor and cytosolic DNA-STING signaling pathways for Staphylococcus aureus cutaneous host defense	2017	PLoS Pathogens	Bacteria, Virus, Pathogen			Ecosystem Dynamics & Biodiversity, Health & Disease
A Combination of Stable Isotope Probing, Illumina Sequencing, and Co-occurrence Network to Investigate Thermophilic Acetate- and Lactate-Utilizing Bacteria	2017	Microbial Ecology	Bacteria			
Next-generation sequencing (NGS) in the microbiological world: How to make the most of your money.	2017	Journal of microbiological methods				
Aquarium Viromes: Viromes of Human-Managed Aquatic Systems	2017	Frontiers in Microbiology	Virus, Microbiome	Community (taxonomy) profiling, Interactome, AMR	(Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Targeted metagenomic sequencing data of human gut microbiota associated with Blastocystis colonization	2017	Scientific Data	Microbiome	Community (taxonomy) profiling, Comparative analysis	Metabarcoding, (Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Short DNA Hairpins Compromise Recombinant Adeno-Associated Virus Genome Homogeneity.	2017	Molecular therapy : the journal of the American Society of Gene Therapy	Virus		(Meta)genomics	
Lost in plasmids: next generation sequencing and the complex genome of the tick-borne pathogen Borrelia burgdorferi	2017	BMC Genomics	Bacteria, Pathogen	Isolate, MAGs	(Meta)genomics	Health & Disease
Insect pathogenic fungus interacts with the gut microbiota to accelerate mosquito mortality	2017	Proceedings of the National Academy of Sciences	Microbiome, Pathogen			Health & Disease
Transcriptome profiling of potato plant stems challenged with Pectobacterium carotovorum subsp. brasiliense and elucidation of the role of small RNAs in Pectobacterium survival mechanisms	2017		Bacteria		(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity
Microbiota-induced peritrophic matrix regulates midgut homeostasis and prevents systemic infection of malaria vector mosquitoes	2017	PLoS Pathogens	Bacteria, Microbiome	Functional analysis		Ecosystem Dynamics & Biodiversity, Health & Disease
The highly buffered Arabidopsis immune signaling network conceals the functions of its components	2017	PLoS Genetics	Pathogen	Functional analysis, Interactome	(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Draft Genome of the Heterotrophic Iron-Oxidizing Bacterium “Acidibacillus ferroxidans” Huett2, Isolated from a Mine Drainage Ditch in Freiberg, Germany	2017	Genome Announcements	Bacteria	Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity
The novel fungal-specific gene FUG1 has a role in pathogenicity and fumonisin biosynthesis in Fusarium verticillioides.	2017	Molecular plant pathology	Pathogen			Health & Disease
Characterization of the fecal microbiome during neonatal and early pediatric development in puppies	2017	PLoS ONE	Bacteria, Microbiome	Community (taxonomy) profiling	Metabarcoding	Ecosystem Dynamics & Biodiversity
Genetic hurdles limit the arms race between Prochlorococcus and the T7-like podoviruses infecting them	2017	The ISME Journal	Bacteria, Virus, Microbiome	Isolate, Community (taxonomy) profiling, Interactome, AMR	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Bioinformatic Approaches Including Predictive Metagenomic Profiling Reveal Characteristics of Bacterial Response to Petroleum Hydrocarbon Contamination in Diverse Environments	2017	Scientific Reports	Bacteria, Microbiome	Community (taxonomy) profiling, Functional analysis, Gene identification / Biomarker	Metabarcoding, (Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity
Variation in Biological Soil Crust Bacterial Abundance and Diversity as a Function of Climate in Cold Steppe Ecosystems in the Intermountain West, USA	2017	Microbial Ecology	Bacteria	Community (taxonomy) profiling, Functional analysis		Ecosystem Dynamics & Biodiversity
Quantitative analysis of the tomato nuclear proteome during Phytophthora capsici infection unveils regulators of immunity	2017	The New Phytologist	Pathogen	Functional analysis, Interactome, AMR	(Meta)proteomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Soda pans of the Pannonian steppe harbor unique bacterial communities adapted to multiple extreme conditions	2017	Extremophiles	Bacteria, Microbiome	Community (taxonomy) profiling		
Multidonor intensive faecal microbiota transplantation for active ulcerative colitis: a randomised placebo-controlled trial	2017	The Lancet	Microbiome			Ecosystem Dynamics & Biodiversity
Low temperature MBBR nitrification: Microbiome analysis.	2017	Water research	Microbiome			
Removing the needle from the haystack: Enrichment of Wolbachia endosymbiont transcripts from host nematode RNA by Cappable-seq™	2017	PLoS ONE	Bacteria, Eukaryote, Pathogen		(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
ATF3 acts as a rheostat to control JNK signalling during intestinal regeneration	2017	Nature Communications	Bacteria	Functional analysis		Health & Disease
Differentiation of ncRNAs from small mRNAs in Escherichia coli O157:H7 EDL933 (EHEC) by combined RNAseq and RIBOseq – ryhB encodes the regulatory RNA RyhB and a peptide, RyhP	2017	BMC Genomics	Bacteria			
PerC Manipulates Metabolism and Surface Antigens in Enteropathogenic Escherichia coli	2017	Frontiers in Cellular and Infection Microbiology	Virus, Pathogen	Isolate, Functional analysis		Ecosystem Dynamics & Biodiversity, Health & Disease
Rapid start-up of nitrifying MBBRs at low temperatures: nitrification, biofilm response and microbiome analysis	2017	Bioprocess and Biosystems Engineering	Microbiome			Ecosystem Dynamics & Biodiversity
Evaluation of copy-number variants as modifiers of breast and ovarian cancer risk for BRCA1 pathogenic variant carriers	2017	European Journal of Human Genetics	Pathogen	Functional analysis, SNP, Variant	(Meta)genomics	Health & Disease
Depth-resolved microbial community analyses in two contrasting soil cores contaminated by antimony and arsenic.	2017	Environmental pollution	Microbiome	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity
RNA-seq and Tn-seq reveal fitness determinants of vancomycin-resistant Enterococcus faecium during growth in human serum	2017	BMC Genomics	Bacteria, Pathogen	Isolate, AMR	(Meta)genomics, (Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Annual time-series analysis of aqueous eDNA reveals ecologically relevant dynamics of lake ecosystem biodiversity	2017	Nature Communications	Microbiome	Community (taxonomy) profiling, Functional analysis	Metabarcoding	Ecosystem Dynamics & Biodiversity
Arthropod and oligochaete assemblages from grasslands of the southern Kenai Peninsula, Alaska	2017	Biodiversity Data Journal	Microbiome	Community (taxonomy) profiling	Metabarcoding	Ecosystem Dynamics & Biodiversity
An internet-based bioinformatics toolkit for plant biosecurity diagnosis and surveillance of viruses and viroids	2017	BMC Bioinformatics	Virus, Pathogen	MAGs		Ecosystem Dynamics & Biodiversity, Health & Disease
An optimistic protein assembly from sequence reads salvaged an uncharacterized segment of mouse picobirnavirus	2017	Scientific Reports	Virus	MAGs	(Meta)genomics, Metagenomics	
Potential Environmental Factors Affecting Oil-Degrading Bacterial Populations in Deep and Surface Waters of the Northern Gulf of Mexico	2017	Frontiers in Microbiology	Bacteria, Microbiome	Community (taxonomy) profiling	(Meta)proteomics	Ecosystem Dynamics & Biodiversity
Transient In Vivo Resistance Mechanisms of Burkholderia pseudomallei to Ceftazidime and Molecular Markers for Monitoring Treatment Response	2017	PLoS Neglected Tropical Diseases	Bacteria	AMR, Gene identification / Biomarker		Ecosystem Dynamics & Biodiversity, Health & Disease
Metagenomic Characteristics of Bacterial Response to Petroleum Hydrocarbon Contamination in Diverse Environments as Revealed by Functional Taxonomic Strategies	2016	bioRxiv	Bacteria, Microbiome	Community (taxonomy) profiling, Functional analysis, Gene identification / Biomarker	Metabarcoding, (Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity
Effects of Propidium Monoazide (PMA) Treatment on Mycobiome and Bacteriome Analysis of Cystic Fibrosis Airways during Exacerbation	2016	PLoS ONE	Bacteria, Microbiome	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity, Health & Disease
The DOE Systems Biology Knowledgebase (KBase)	2016	bioRxiv	Microbiome	Community (taxonomy) profiling, Functional analysis, MAGs, Annotation, Comparative analysis	(Meta)genomics, (Meta)transcriptomics	Ecosystem Dynamics & Biodiversity
Insight into the Genome of Brochothrix thermosphacta, a Problematic Meat Spoilage Bacterium	2016	Applied and Environmental Microbiology	Bacteria		(Meta)genomics	
Erratum to: Functional variants of human papillomavirus type 16 demonstrate host genome integration and transcriptional alterations corresponding to their unique cancer epidemiology	2016	BMC Genomics	Virus	Functional analysis, SNP, Variant	Metabarcoding, (Meta)genomics	Health & Disease
Influences of pH and Iron Concentration on the Salivary Microbiome in Individual Humans with and without Caries	2016	Applied and Environmental Microbiology	Microbiome	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity, Health & Disease
