Suite ID	Tool IDs	Description	Suite first commit date	Homepage	Suite version	Suite conda package	Latest suite conda package version	Suite version status	ToolShed categories	EDAM operations	EDAM reduced operations	EDAM topics	EDAM reduced topics	Suite owner	Suite source	Suite parsed folder	bio.tool ID	bio.tool name	bio.tool description	biii ID	Number of tools on UseGalaxy.org (Main)	Number of tools on UseGalaxy.org.au	Number of tools on UseGalaxy.eu	Number of tools on UseGalaxy.fr	Number of tools on APOSTL	Number of tools on BioBix	Number of tools on CIRM-CFBP	Number of tools on ChemFlow	Number of tools on Coloc-stats	Number of tools on CorGAT	Number of tools on CropGalaxy	Number of tools on Dintor	Number of tools on FreeBioinfo	Number of tools on GASLINI	Number of tools on Galaxy@AuBi	Number of tools on Galaxy@Pasteur	Number of tools on GalaxyTrakr	Number of tools on Genomic Hyperbrowser	Number of tools on HyPhy HIV NGS Tools	Number of tools on IPK Galaxy Blast Suite	Number of tools on ImmPort Galaxy	Number of tools on InteractoMIX	Number of tools on Lebanese University Galaxy	Number of tools on MISSISSIPPI	Number of tools on Mandoiu Lab	Number of tools on MiModD NacreousMap	Number of tools on Oqtans	Number of tools on Palfinder	Number of tools on PepSimili	Number of tools on UseGalaxy.be	Number of tools on UseGalaxy.cz	Number of tools on UseGalaxy.no	Number of tools on Viral Variant Visualizer (VVV)	Suite users (last 5 years) (usegalaxy.eu)	Suite users (usegalaxy.eu)	Suite runs (last 5 years) (usegalaxy.eu)	Suite runs (usegalaxy.eu)	Suite users (last 5 years) (usegalaxy.org)	Suite users (usegalaxy.org)	Suite runs (last 5 years) (usegalaxy.org)	Suite runs (usegalaxy.org)	Suite users (last 5 years) (usegalaxy.org.au)	Suite users (usegalaxy.org.au)	Suite runs (last 5 years) (usegalaxy.org.au)	Suite runs (usegalaxy.org.au)	Suite users (last 5 years) (usegalaxy.fr)	Suite users (usegalaxy.fr)	Suite runs (last 5 years) (usegalaxy.fr)	Suite runs (usegalaxy.fr)	Suite runs on main servers	Suite runs (last 5 years) on main servers	Suite users on main servers	Suite users (last 5 years) on main servers	Related Workflows	Related Tutorials
omero_hyperstack_to_gastruloid_measurements	omero_hyperstack_to_gastruloid_measurements	Analyse Hyperstack on OMERO server to segment gastruloid and compute measurements	2023-03-24		20240214	fiji	20250206	To update	Imaging					lldelisle	https://github.com/lldelisle/tools-lldelisle/tree/master/tools/omero_hyperstack_to_gastruloid_measurements	https://github.com/lldelisle/tools-lldelisle/tree/master/tools/omero_hyperstack_to_gastruloid_measurements					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
omero_upload	omero_dataset_to_plate, omero_filter, omero_get_id, omero_get_value, omero_import, omero_metadata_import, omero_roi_import	Interact with an OMERO.server using omero-py and ezomero.	2024-02-07	https://github.com/ome/omero-py/	5.18.0			To update	Imaging	Image analysis	Image analysis	Imaging, Data visualisation	Imaging, Data visualisation	ufz	https://github.com/Helmholtz-UFZ/galaxy-tools/tree/main/tools/omero	https://github.com/Helmholtz-UFZ/galaxy-tools/tree/main/tools/omero	omero	OMERO	Client-server Java software for visualisation, management and analysis of biological microscope images.		0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	2	https://workflowhub.eu/workflows/1258?version=1, https://workflowhub.eu/workflows/1259?version=1	imaging/omero-suite
openmm	pdbfixer	OpenMM is a toolkit for molecular simulation using high performance GPU code.	2022-03-25	https://github.com/openmm	1.8.1	pdbfixer		To update	Molecular Dynamics, Computational chemistry					chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/openmm	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/openmm					0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	100	100	1933	1933	0	0	0	0	0	0	0	0	0	0	0	0	1933	1933	100	100		
openms	AccurateMassSearch, AssayGeneratorMetabo, BaselineFilter, CVInspector, ClusterMassTraces, ClusterMassTracesByPrecursor, CometAdapter, ConsensusID, ConsensusMapNormalizer, DTAExtractor, DatabaseFilter, DatabaseSuitability, DeMeanderize, DecoyDatabase, Digestor, DigestorMotif, EICExtractor, ERPairFinder, Epifany, ExternalCalibration, FalseDiscoveryRate, FeatureFinderCentroided, FeatureFinderIdentification, FeatureFinderIsotopeWavelet, FeatureFinderMRM, FeatureFinderMetabo, FeatureFinderMetaboIdent, FeatureFinderMultiplex, FeatureLinkerLabeled, FeatureLinkerUnlabeled, FeatureLinkerUnlabeledKD, FeatureLinkerUnlabeledQT, FileConverter, FileFilter, FileInfo, FileMerger, FuzzyDiff, GNPSExport, HighResPrecursorMassCorrector, IDConflictResolver, IDExtractor, IDFileConverter, IDFilter, IDMapper, IDMassAccuracy, IDMerger, IDPosteriorErrorProbability, IDRTCalibration, IDRipper, IDScoreSwitcher, IDSplitter, InternalCalibration, IsobaricAnalyzer, JSONExporter, LuciphorAdapter, MRMMapper, MRMPairFinder, MRMTransitionGroupPicker, MSFraggerAdapter, MSGFPlusAdapter, MSstatsConverter, MapAlignerIdentification, MapAlignerPoseClustering, MapAlignerSpectrum, MapAlignerTreeGuided, MapNormalizer, MapRTTransformer, MapStatistics, MascotAdapter, MascotAdapterOnline, MassCalculator, MassTraceExtractor, MetaProSIP, MetaboliteSpectralMatcher, MultiplexResolver, MzMLSplitter, MzTabExporter, NoiseFilterGaussian, NoiseFilterSGolay, NovorAdapter, NucleicAcidSearchEngine, OpenMSDatabasesInfo, OpenMSInfo, OpenPepXL, OpenPepXLLF, OpenSwathAnalyzer, OpenSwathAssayGenerator, OpenSwathChromatogramExtractor, OpenSwathConfidenceScoring, OpenSwathDIAPreScoring, OpenSwathDecoyGenerator, OpenSwathFeatureXMLToTSV, OpenSwathFileSplitter, OpenSwathMzMLFileCacher, OpenSwathRTNormalizer, OpenSwathRewriteToFeatureXML, OpenSwathWorkflow, PSMFeatureExtractor, PeakPickerHiRes, PeakPickerIterative, PeakPickerWavelet, PeptideIndexer, PercolatorAdapter, PhosphoScoring, PrecursorMassCorrector, ProteinInference, ProteinQuantifier, ProteinResolver, QCCalculator, QCEmbedder, QCExporter, QCExtractor, QCImporter, QCMerger, QCShrinker, QualityControl, RNADigestor, RNAMassCalculator, RNPxlSearch, RNPxlXICFilter, SageAdapter, SeedListGenerator, SemanticValidator, SequenceCoverageCalculator, SimpleSearchEngine, SiriusAdapter, SpecLibCreator, SpecLibSearcher, SpectraFilterBernNorm, SpectraFilterMarkerMower, SpectraFilterNLargest, SpectraFilterNormalizer, SpectraFilterParentPeakMower, SpectraFilterScaler, SpectraFilterSqrtMower, SpectraFilterThresholdMower, SpectraFilterWindowMower, SpectraMerger, SpectraSTSearchAdapter, StaticModification, TICCalculator, TOFCalibration, TargetedFileConverter, TextExporter, TriqlerConverter, XFDR, XMLValidator, XTandemAdapter	OpenMS Suite for LC/MS data management and analyses	2017-02-21	https://www.openms.de/	3.1	openms	3.5.0	To update	Proteomics					galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/openms	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/openms					8	34	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	141	124	0	583	698	31371	114208	10	10	417	417	33	34	1304	1308	0	0	0	0	115933	33092	742	626	https://usegalaxy.eu/published/workflow?id=41d096891bada138, https://usegalaxy.eu/published/workflow?id=68edbb8eec38ad00, https://usegalaxy.eu/published/workflow?id=7463b26aab6a965d, https://usegalaxy.eu/published/workflow?id=86d50bbaaa3936dc, https://usegalaxy.eu/published/workflow?id=a2cdadcd549c9c3c, https://usegalaxy.eu/published/workflow?id=afb138fc03ca61a8, https://usegalaxy.eu/published/workflow?id=d55df785d4c71876, https://usegalaxy.eu/published/workflow?id=da10c475c83c5469, https://usegalaxy.eu/published/workflow?id=e9e41c23261d4ac5, https://usegalaxy.eu/published/workflow?id=eaf4d8f8fb3e683d, https://usegalaxy.org.au/published/workflow?id=03efeb2948494130, https://usegalaxy.org.au/published/workflow?id=049c52f685984dec, https://usegalaxy.org.au/published/workflow?id=236e0f306916149b, https://usegalaxy.org.au/published/workflow?id=33922db405a97cbb, https://usegalaxy.org.au/published/workflow?id=59c9a6efaf57ce35, https://usegalaxy.org.au/published/workflow?id=65a659982f955743, https://usegalaxy.org.au/published/workflow?id=7cddb345877f08bf, https://usegalaxy.org.au/published/workflow?id=88fa3e250db2d70e, https://usegalaxy.org.au/published/workflow?id=8c874ea77827448c, https://usegalaxy.org.au/published/workflow?id=c2f449e69d06ccf5, https://usegalaxy.org.au/published/workflow?id=da79aa2dfd6b34bc, https://usegalaxy.org/published/workflow?id=0775ff66d1bc04b5, https://usegalaxy.org/published/workflow?id=9865fee6c68fc201, https://usegalaxy.org/published/workflow?id=f9048d9678e21f36, https://workflowhub.eu/workflows/1394?version=1, https://workflowhub.eu/workflows/1399?version=1, https://workflowhub.eu/workflows/1421?version=1, https://workflowhub.eu/workflows/1424?version=1, https://workflowhub.eu/workflows/1434?version=1, https://workflowhub.eu/workflows/1438?version=1, https://workflowhub.eu/workflows/1446?version=1, https://workflowhub.eu/workflows/1449?version=1, https://workflowhub.eu/workflows/1452?version=1, https://workflowhub.eu/workflows/1463?version=1, https://workflowhub.eu/workflows/613?version=2	proteomics/DIA_Analysis_OSW, proteomics/DIA_lib_OSW, proteomics/database-handling, proteomics/ntails, proteomics/protein-id-oms, proteomics/protein-id-sg-ps, proteomics/protein-quant-sil
packmol	packmol	PACKMOL is a package for creating starting structures for Molecular Dynamics simulations	2018-10-04	http://m3g.iqm.unicamp.br/packmol/home.shtml	18.169.1	packmol		To update	Molecular Dynamics, Computational chemistry					chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/buildtools/packmol					1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	30	36	208	300	12	12	434	434	0	0	0	0	0	0	0	0	734	642	48	42		
pampa	pampa_communitymetrics, pampa_presabs, pampa_glmcomm, pampa_glmsp, pampa_plotglm	Tools to compute and analyse biodiversity metrics	2020-06-06		0.0.2			To update	Ecology					ecology	https://github.com/ColineRoyaux/PAMPA-Galaxy	https://github.com/galaxyecology/tools-ecology/tree/master/tools/PAMPA					0	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	50	53	1997	2045	0	0	0	0	26	26	1141	1141	1	1	1	1	3187	3139	80	77	https://usegalaxy.eu/published/workflow?id=428be4c7d1fd828f, https://usegalaxy.eu/published/workflow?id=7c45c90fffe40aca, https://usegalaxy.eu/published/workflow?id=d33ab07e4cf44f8c, https://workflowhub.eu/workflows/1696?version=1	ecology/PAMPA-toolsuite-tutorial
pathifier	pathifier	pathifier	2019-09-03	https://	1.40.0	bioconductor-pathifier	1.44.0	To update	Transcriptomics, Statistics					artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/pathifier	https://github.com/ARTbio/tools-artbio/tree/main/tools/pathifier					0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	13	265	265	0	0	0	0	0	0	0	0	0	0	0	0	265	265	13	13		
pep_pointer	pep_pointer	PepPointer categorizes peptides by their genomic coordinates.	2017-12-19		0.1.3+galaxy1	python		To update	Genomic Interval Operations, Proteomics					galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pep_pointer	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pep_pointer					1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	73	78	603	666	16	16	27	27	12	12	215	215	0	0	0	0	908	845	106	101	https://usegalaxy.eu/published/workflow?id=08bbf87ab2a2230e, https://usegalaxy.eu/published/workflow?id=09194b5a549f7979, https://usegalaxy.eu/published/workflow?id=3a178ff6884a5d6d, https://usegalaxy.eu/published/workflow?id=4512c57c9a4bd2d0, https://usegalaxy.eu/published/workflow?id=4bd0827030df02a3, https://usegalaxy.eu/published/workflow?id=d375fb9af8d46793, https://usegalaxy.eu/published/workflow?id=f946efa49bd41a43, https://usegalaxy.org.au/published/workflow?id=c049ae8f729b2d7e, https://usegalaxy.org.au/published/workflow?id=cf5ab8fe4e2c0859, https://usegalaxy.org/published/workflow?id=336d74481d2f721a, https://workflowhub.eu/workflows/1457?version=1, https://workflowhub.eu/workflows/1467?version=1, https://workflowhub.eu/workflows/1790?version=1	proteomics/neoantigen-variant-annotation, proteomics/proteogenomics-novel-peptide-analysis
pepquery	pepquery	A peptide-centric MS search engine for novel peptide identification and validation.	2020-01-22	https://pepquery.org	1.6.2	pepquery	2.0.2	To update	Proteomics					galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pepquery	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pepquery					1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	75	77	7231	7437	0	0	0	0	0	0	0	0	0	0	0	0	7437	7231	77	75	https://usegalaxy.eu/published/workflow?id=00e246ea459b0991, https://usegalaxy.eu/published/workflow?id=02700454f57eb556, https://usegalaxy.eu/published/workflow?id=03e52c8c71710cae, https://usegalaxy.eu/published/workflow?id=17a1433d0b681d4a, https://usegalaxy.eu/published/workflow?id=1809fcaec264eac9, https://usegalaxy.eu/published/workflow?id=229a955d29bd4064, https://usegalaxy.eu/published/workflow?id=28af61ead68e0976, https://usegalaxy.eu/published/workflow?id=3e01a2c6d954ae6e, https://usegalaxy.eu/published/workflow?id=41df8c7821b5f2fc, https://usegalaxy.eu/published/workflow?id=470b629d22b0fc51, https://usegalaxy.eu/published/workflow?id=4c81726bde25c36a, https://usegalaxy.eu/published/workflow?id=58db3e1996a8f093, https://usegalaxy.eu/published/workflow?id=5e4774036aa20b80, https://usegalaxy.eu/published/workflow?id=612dc5bdf388585f, https://usegalaxy.eu/published/workflow?id=6201ec86d380aef1, https://usegalaxy.eu/published/workflow?id=6306656ec10bd18f, https://usegalaxy.eu/published/workflow?id=6cb85fe1ad0c9f3b, https://usegalaxy.eu/published/workflow?id=6da171871d4f3fd5, https://usegalaxy.eu/published/workflow?id=6e5f0d05c91876c2, https://usegalaxy.eu/published/workflow?id=79eb28066236e836, https://usegalaxy.eu/published/workflow?id=82b6871682f1659a, https://usegalaxy.eu/published/workflow?id=8a85663218676b59, https://usegalaxy.eu/published/workflow?id=8bb3bc745ea62bed, https://usegalaxy.eu/published/workflow?id=9a8b5e99ca9500e3, https://usegalaxy.eu/published/workflow?id=9ef76d764d9961b2, https://usegalaxy.eu/published/workflow?id=a372f693471beb56, https://usegalaxy.eu/published/workflow?id=adf5e8bead686341, https://usegalaxy.eu/published/workflow?id=b73fa5f8c0403454, https://usegalaxy.eu/published/workflow?id=bfe26679d670bb5e, https://usegalaxy.eu/published/workflow?id=c02ff9e97ce796c6, https://usegalaxy.eu/published/workflow?id=ca342c5018c210e7, https://usegalaxy.eu/published/workflow?id=d5756e3ebfa285ef, https://usegalaxy.eu/published/workflow?id=d95a3349f38792fc, https://usegalaxy.eu/published/workflow?id=f0bec337f9998289	
pepquery2	pepquery2, pepquery2_index, pepquery2_show_sets	PepQuery2 peptide-centric MS search for peptide identification and validation	2022-10-02	https://pepquery.org	2.0.2	pepquery	2.0.2	Up-to-date	Proteomics					galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pepquery2	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pepquery2					3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	34	34	5598	5598	5	5	67	67	8	8	251	251	0	0	0	0	5916	5916	47	47	https://usegalaxy.eu/published/workflow?id=5374daf356516a40, https://usegalaxy.eu/published/workflow?id=6d3332794ceca465, https://usegalaxy.eu/published/workflow?id=71816adecac46e74, https://usegalaxy.eu/published/workflow?id=73dc2384535bf6af, https://usegalaxy.eu/published/workflow?id=8e997deae5a382c4, https://usegalaxy.eu/published/workflow?id=9b4e6c5f2c1babce, https://usegalaxy.eu/published/workflow?id=d87fc6685e47d27d, https://usegalaxy.org.au/published/workflow?id=762791e094457bf2, https://usegalaxy.org.au/published/workflow?id=832a30759469d3fe, https://usegalaxy.org.au/published/workflow?id=9281258aefd17c0c, https://usegalaxy.org/published/workflow?id=42331381df05b956, https://usegalaxy.org/published/workflow?id=8ecc114eb9097855, https://usegalaxy.org/published/workflow?id=d0847ce8261eb922, https://workflowhub.eu/workflows/1218?version=1, https://workflowhub.eu/workflows/1406?version=1, https://workflowhub.eu/workflows/1416?version=1, https://workflowhub.eu/workflows/1425?version=1, https://workflowhub.eu/workflows/1464?version=1, https://workflowhub.eu/workflows/1789?version=1, https://workflowhub.eu/workflows/1791?version=1	microbiome/clinical-mp-3-verification, proteomics/clinical-mp-3-verification, proteomics/neoantigen-peptide-verification
peptide_genomic_coordinate	peptide_genomic_coordinate	Gets genomic coordinate of peptides based on the information in mzsqlite and genomic mapping sqlite files	2019-03-29		1.0.0	python		To update	Proteomics					galaxyp		https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/peptide_genomic_coordinate					1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	72	76	520	566	11	11	17	17	8	8	199	199	0	0	0	0	782	736	95	91	https://usegalaxy.eu/published/workflow?id=08bbf87ab2a2230e, https://usegalaxy.eu/published/workflow?id=09194b5a549f7979, https://usegalaxy.eu/published/workflow?id=3a178ff6884a5d6d, https://usegalaxy.org.au/published/workflow?id=c049ae8f729b2d7e, https://workflowhub.eu/workflows/1467?version=1	proteomics/proteogenomics-novel-peptide-analysis
peptideshaker	fasta_cli, ident_params, peptide_shaker, search_gui	PeptideShaker and SearchGUI	2015-01-31	http://compomics.github.io		searchgui	4.3.15	To update	Proteomics					galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/peptideshaker	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/peptideshaker					4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	0	541	635	10278	19384	236	236	1790	1790	54	54	3790	3855	2	3	15	21	25050	15873	928	833	https://usegalaxy.eu/published/workflow?id=03e52c8c71710cae, https://usegalaxy.eu/published/workflow?id=0aee7ffa5f6384bd, https://usegalaxy.eu/published/workflow?id=0e0be913c3e27022, https://usegalaxy.eu/published/workflow?id=1706bfa819bbfa89, https://usegalaxy.eu/published/workflow?id=1809fcaec264eac9, https://usegalaxy.eu/published/workflow?id=229a955d29bd4064, https://usegalaxy.eu/published/workflow?id=249c7569b61fb349, https://usegalaxy.eu/published/workflow?id=2a7e63d1cc583002, https://usegalaxy.eu/published/workflow?id=3e01a2c6d954ae6e, https://usegalaxy.eu/published/workflow?id=41d096891bada138, https://usegalaxy.eu/published/workflow?id=41df8c7821b5f2fc, https://usegalaxy.eu/published/workflow?id=41e9882300fa2386, https://usegalaxy.eu/published/workflow?id=4c81726bde25c36a, https://usegalaxy.eu/published/workflow?id=5e4774036aa20b80, https://usegalaxy.eu/published/workflow?id=607ca3a9d45bd080, https://usegalaxy.eu/published/workflow?id=612dc5bdf388585f, https://usegalaxy.eu/published/workflow?id=6306656ec10bd18f, https://usegalaxy.eu/published/workflow?id=6766bed39f614b7c, https://usegalaxy.eu/published/workflow?id=68967c922de149ae, https://usegalaxy.eu/published/workflow?id=6aca8a72626c521b, https://usegalaxy.eu/published/workflow?id=6b7b86756060659b, https://usegalaxy.eu/published/workflow?id=6bd8311554412c38, https://usegalaxy.eu/published/workflow?id=6cb85fe1ad0c9f3b, https://usegalaxy.eu/published/workflow?id=6e5f0d05c91876c2, https://usegalaxy.eu/published/workflow?id=7463b26aab6a965d, https://usegalaxy.eu/published/workflow?id=78e1769f1dcb797b, https://usegalaxy.eu/published/workflow?id=7dd7908f4c8d722a, https://usegalaxy.eu/published/workflow?id=82b6871682f1659a, https://usegalaxy.eu/published/workflow?id=8a85663218676b59, https://usegalaxy.eu/published/workflow?id=8af41219411062ad, https://usegalaxy.eu/published/workflow?id=8fc1ea9e94bc723d, https://usegalaxy.eu/published/workflow?id=912b81c444e35045, https://usegalaxy.eu/published/workflow?id=9a8b5e99ca9500e3, https://usegalaxy.eu/published/workflow?id=9c0132dd81297afe, https://usegalaxy.eu/published/workflow?id=9ef76d764d9961b2, https://usegalaxy.eu/published/workflow?id=a4d6b9dc6b396933, https://usegalaxy.eu/published/workflow?id=a657b412b37b971b, https://usegalaxy.eu/published/workflow?id=b73fa5f8c0403454, https://usegalaxy.eu/published/workflow?id=b89cf3cb6a25c999, https://usegalaxy.eu/published/workflow?id=ba3a5d59b3879764, https://usegalaxy.eu/published/workflow?id=c4119ea7ffd29094, https://usegalaxy.eu/published/workflow?id=c6b6ba35e5b6500a, https://usegalaxy.eu/published/workflow?id=c750484145c9903b, https://usegalaxy.eu/published/workflow?id=cd675ab32d3e7833, https://usegalaxy.eu/published/workflow?id=cefc49c13ff73231, https://usegalaxy.eu/published/workflow?id=d0e062aee910086a, https://usegalaxy.eu/published/workflow?id=d1d5a6bd6571d47f, https://usegalaxy.eu/published/workflow?id=d2a9d4eb5b3c72a2, https://usegalaxy.eu/published/workflow?id=d5756e3ebfa285ef, https://usegalaxy.eu/published/workflow?id=d9e7a940b2d410bc, https://usegalaxy.eu/published/workflow?id=df926c5ab8d27192, https://usegalaxy.eu/published/workflow?id=eb54512829d8509c, https://usegalaxy.eu/published/workflow?id=edea08c943ff9c5e, https://usegalaxy.eu/published/workflow?id=f0bec337f9998289, https://usegalaxy.eu/published/workflow?id=f34c76e2d8045725, https://usegalaxy.eu/published/workflow?id=fc42cc9467c6ee8d, https://usegalaxy.org.au/published/workflow?id=1b9bfe7ce484fdc2, https://usegalaxy.org.au/published/workflow?id=33922db405a97cbb, https://usegalaxy.org.au/published/workflow?id=ba217a34d7e1b5ee, https://usegalaxy.org.au/published/workflow?id=c2f449e69d06ccf5, https://usegalaxy.org.au/published/workflow?id=f9f685d6150e48c5, https://usegalaxy.org/published/workflow?id=e97da2da9e0290a7, https://workflowhub.eu/workflows/1225?version=1, https://workflowhub.eu/workflows/1394?version=1, https://workflowhub.eu/workflows/1396?version=1, https://workflowhub.eu/workflows/1399?version=1, https://workflowhub.eu/workflows/1429?version=1, https://workflowhub.eu/workflows/1435?version=1, https://workflowhub.eu/workflows/1443?version=1, https://workflowhub.eu/workflows/1450?version=1	microbiome/clinical-mp-2-discovery, proteomics/clinical-mp-2-discovery, proteomics/metaproteomics, proteomics/metaquantome-data-creation, proteomics/protein-id-sg-ps, proteomics/proteogenomics-dbsearch
pepxml_to_xls		Convert PepXML to Tabular	2015-01-24					To update	Proteomics					galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pepxml_to_xls	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pepxml_to_xls					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
percolator	batched_set_list_creator, percolator, percolator_input_converters, pout2mzid	Percolator	2016-04-12		3.5	percolator	3.7.1	To update	Proteomics					galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tools/percolator	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/percolator					0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	6	7	58	378	0	0	0	0	4	4	1434	1454	0	0	0	0	1832	1492	11	10		
