Title	Year	Journal
Single Nucleotide Polymorphism Analysis Indicates Genetic Distinction and Reduced Diversity of Swine-Associated Methicillin Resistant Staphylococcus aureus (MRSA) ST5 Isolates Compared to Clinical MRSA ST5 Isolates	2018	Frontiers in Microbiology
Automating Truth: The Case for Crowd-Powered Scientific Investigation in Economics	2018	ArXiv
PhenoMeNal: processing and analysis of metabolomics data in the cloud	2018	GigaScience
Transcriptomics as Precision Medicine to Classify In Vivo Models of Dietary-Induced Atherosclerosis at Cellular and Molecular Levels	2018	
snakePipes enable flexible, scalable and integrative epigenomic analysis	2018	bioRxiv
A Serverless Tool for Platform Agnostic Computational Experiment Management	2018	Frontiers in Neuroinformatics
Jetstream—Early operations performance, adoption, and impacts	2018	Concurrency and Computation: Practice and Experience
The transcriptome of the lone star tick, Amblyomma americanum, reveals molecular changes in response to infection with the pathogen, Ehrlichia chaffeensis.	2018	Journal of Asia-Pacific entomology
Transcriptomic, lipid, and histological profiles suggest changes in health in fish from a pesticide hot spot.	2018	Marine environmental research
Application of next generation semiconductor based sequencing for species identification and analysis of within-species mitotypes useful for authentication of meat derived products	2018	Food Control
Computational analysis of microRNAs in biomedicine	2018	
Supporting Crowd-Powered Science in Economics: FRACTI, a Conceptual Framework for Large-Scale Collaboration and Transparent Investigation in Financial Markets	2018	arXiv: Computational Finance
Black Magic Investigation Made Simple: Monte Carlo Simulations and Historical Back Testing of Momentum Cross-Over Strategies Using FRACTI Patterns	2018	arXiv: Computational Finance
An Overview of Platforms for Reproducible Research and Augmented Publications	2018	
Gene silencing by double-stranded RNA from C. elegans neurons reveals functional mosaicism of RNA interference	2018	Nucleic Acids Research
EWAS-Galaxy: a tool suite for population epigenetics integrated into the Galaxy	2018	F1000Research
Probabilistic K-means with Local Alignment for Clustering and Motif Discovery in Functional Data	2018	Journal of Computational and Graphical Statistics
Riluzole reduces amyloid beta pathology, improves memory, and restores gene expression changes in a transgenic mouse model of early-onset Alzheimer’s disease	2018	Translational Psychiatry
Containerization of Galaxy Workflows increases Reproducibility	2018	
EBV Associated Breast Cancer Whole Methylome Analysis Reveals Viral and Developmental Enriched Pathways	2018	Frontiers in Oncology
Revealing the Detailed Lineage of Script Outputs Using Hybrid Provenance	2018	Int. J. Digit. Curation
Diseases caused by different mutations in the two alleles of a gene are treated in mice by Cas-9-induced allelic exchange.	2018	Nature biotechnology
SuperPhy - A Pilot Resource for Integrated Phylogenetic and Epidemiological Analysis of Pathogens	2018	
Myoviridae phage PDX kills enteroaggregative Escherichia coli without human microbiome dysbiosis	2018	Journal of Medical Microbiology
Efficient Bioinformatics Computations through GPU Accelerated Web Services	2018	Proceedings of the 2nd International Conference on Algorithms, Computing and Systems
Identification of Bisphenol A-Assimilating Microorganisms in Mixed Microbial Communities Using 13C-DNA Stable Isotope Probing.	2018	Environmental science & technology
Cross-domain similarity assessment for workflow improvement to handle Big Data challenge in workflow management	2018	Journal of Big Data
The Agave Platform: An Open, Science-as-a-Service Platform for Digital Science	2018	Proceedings of the Practice and Experience on Advanced Research Computing: Seamless Creativity
Globus Platform Services for Data Publication	2018	Proceedings of the Practice and Experience on Advanced Research Computing: Seamless Creativity
Indexing Execution Patterns in Workflow Provenance Graphs through Generalized Trie Structures	2018	ArXiv
Genomic functions of developmental pluripotency associated factor 4 (Dppa4) in pluripotent stem cells and cancer	2018	Stem cell research
Identification of a Novel Enhancer/Chromatin Opening Element Associated with High-Level γ-Globin Gene Expression	2018	Molecular and Cellular Biology
Understanding Forest Health with Remote Sensing, Part III: Requirements for a Scalable Multi-Source Forest Health Monitoring Network Based on Data Science Approaches	2018	Remote. Sens.
Spatiotemporal and demographic variation in the diet of New Zealand lesser short‐tailed bats (Mystacina tuberculata)	2018	Ecology and Evolution
Expression of Adhesive Pili and the Collagen-Binding Adhesin Ace Is Activated by ArgR Family Transcription Factors in Enterococcus faecalis	2018	Journal of Bacteriology
Variable retention harvesting influences belowground plant-fungal interactions of Nothofagus pumilio seedlings in forests of southern Patagonia	2018	PeerJ
Stream acidification and reduced aquatic prey availability are associated with dietary shifts in an obligate riparian Neotropical migratory songbird	2018	PeerJ
Knowledge components and methods for policy propagation in data flows	2018	
Federated Galaxy: Biomedical Computing at the Frontier	2018	2018 IEEE 11th International Conference on Cloud Computing (CLOUD)
Fine-Grained Attribute Level Locking Scheme for Collaborative Scientific Workflow Development	2018	2018 IEEE International Conference on Services Computing (SCC)
Avian transcriptomics: opportunities and challenges	2018	Journal of Ornithology
Electron acceptors for anaerobic oxidation of methane drive microbial community structure and diversity in mud volcanoes	2018	Environmental Microbiology
Genomic perspectives of spider silk genes through target capture sequencing: Conservation of stabilization mechanisms and homology-based structural models of spidroin terminal regions.	2018	International journal of biological macromolecules
Rice Galaxy: an open resource for plant science	2018	GigaScience
KREAP: an automated Galaxy platform to quantify in vitro re-epithelialization kinetics	2018	GigaScience
Assessing the impact of taxon resolution on network structure, with implication for comparative ecology	2018	bioRxiv
An FRMD4B variant suppresses dysplastic photoreceptor lesions in models of enhanced S-cone syndrome and of Nrl deficiency	2018	Human Molecular Genetics
Reproducible Data Analysis Pipelines for Precision Medicine	2018	bioRxiv
Genome data uncover four synergistic key regulators for extremely small body size in horses	2018	BMC Genomics
TALE factors use two distinct functional modes to control an essential zebrafish gene expression program	2018	eLife
Understanding trivial challenges of microbial genomics: An assembly example	2018	bioRxiv
27nt-RNAs guide histone variant deposition via ‘RNA-induced DNA replication interference’ and thus transmit parental genome partitioning in Stylonychia	2018	Epigenetics & Chromatin
DataPackageR: Reproducible data preprocessing, standardization and sharing using R/Bioconductor for collaborative data analysis	2018	Gates Open Research
De novo transcriptome assembly of Pueraria montana var. lobata and Neustanthus phaseoloides for the development of eSSR and SNP markers: narrowing the US origin(s) of the invasive kudzu	2018	BMC Genomics
Adaptations to marine versus terrestrial low temperature environments as revealed by comparative genomic analyses of the genus Psychrobacter	2018	FEMS Microbiology Ecology
Tellurium notebooks—An environment for reproducible dynamical modeling in systems biology	2018	PLoS Computational Biology
Rapidly moving new bacteria to model-organism status.	2018	Current opinion in biotechnology
Genetic effect in leaf and xylem transcriptome variations among Eucalyptus urophylla x grandis hybrids in field conditions	2018	Silvae Genetica
NEXT-GENERATION SEQUENCING AND MOTIF GRAFTING APPLICATIONS IN SYNTHETIC ANTIBODY DISCOVERY	2018	
Shift in the microbial community composition of surface water and sediment along an urban river.	2018	The Science of the total environment
Selecting Fully‐Modified XNA Aptamers Using Synthetic Genetics	2018	Current Protocols in Chemical Biology
Determination of the geographical origin of leather shields from Zanzibar using ancient DNA tools	2018	Journal of Archaeological Science: Reports
Integrated study of dinoflagellate diversity in the Gulf of Naples	2018	
Analysis of the resistance mechanisms in sugarcane during Sporisorium scitamineum infection using RNA-seq and microscopy	2018	PLoS ONE
Extensive screening of microRNA populations identifies hsa-miR-375 and hsa-miR-133a-3p as selective markers for human rectal and colon cancer	2018	Oncotarget
Selective nanopore sequencing of human BRCA1 by Cas9-assisted targeting of chromosome segments (CATCH)	2018	Nucleic Acids Research
Next-generation Sequence-analysis Toolkit (NeST): A standardized bioinformatics framework for analyzing Single Nucleotide Polymorphisms in next-generation sequencing data	2018	bioRxiv
On-demand virtual research environments using microservices	2018	PeerJ Computer Science
Managing Complex Workflows in Bioinformatics: An Interactive Toolkit With GPU Acceleration	2018	IEEE Transactions on NanoBioscience
KubeNow: an On-Demand Cloud-Agnostic Platform for Microservices-Based Research Environments	2018	ArXiv
Interplay of cell–cell contacts and RhoA/MRTF‐A signaling regulates cardiomyocyte identity	2018	The EMBO Journal
ASaiM: a Galaxy-based framework to analyze microbiota data	2018	GigaScience
Annotation contributions: sharing derived research data	2018	
Effect of Bmi1 over-expression on gene expression in adult and embryonic murine neural stem cells	2018	Scientific Reports
The helicase Ded1p controls use of near-cognate translation initiation codons in 5′UTRs	2018	Nature
A Workflow Management System for Scalable Data Mining on Clouds	2018	IEEE Transactions on Services Computing
DNAp: A Pipeline for DNA-seq Data Analysis	2018	Scientific Reports
Histone methylation changes are required for life cycle progression in the human parasite Schistosoma mansoni	2018	PLoS Pathogens
Mining Biomedical Publications With The LAPPS Grid	2018	
