Galaxy wrapper id	https://usegalaxy.eu usage	Galaxy tool ids	Description	bio.tool id	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper version	Conda id	Conda version	https://usegalaxy.org	https://usegalaxy.org.au	https://usegalaxy.eu
fastq_groomer	1028	fastq_groomer	Convert between various FASTQ quality formats.						Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_groomer	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_groomer	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)
fastq_manipulation	69	fastq_manipulation	Manipulate FASTQ reads on various attributes.						Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_manipulation	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_manipulation	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)
fastq_masker_by_quality	16	fastq_masker_by_quality	FASTQ Masker by quality score						Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_masker_by_quality	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_masker_by_quality	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)
fastq_paired_end_deinterlacer	122	fastq_paired_end_deinterlacer	FASTQ de-interlacer on paired end reads.						Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_paired_end_deinterlacer	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_paired_end_deinterlacer	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)
fastq_paired_end_interlacer	1087	fastq_paired_end_interlacer	FASTQ interlacer on paired end reads						Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_paired_end_interlacer	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_paired_end_interlacer	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)
fastq_paired_end_joiner	245	fastq_paired_end_joiner	FASTQ joiner on paired end reads						Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_paired_end_joiner	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_paired_end_joiner	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)
fastq_paired_end_splitter	196	fastq_paired_end_splitter	FASTQ splitter on joined paired end reads						Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_paired_end_splitter	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_paired_end_splitter	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)
fastq_stats	221	fastq_stats	FASTQ Summary Statistics by column						Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_stats	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_stats	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)
fastq_to_tabular	93	fastq_to_tabular	FASTQ to Tabular converter						Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_to_tabular	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_to_tabular	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)
fastq_trimmer	210	fastq_trimmer	FASTQ Trimmer by quality						Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_trimmer	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_trimmer	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)
fastqc	17447	fastqc	Read QC reports using FastQC	fastqc	FastQC	This tool aims to provide a QC report which can spot problems or biases which originate either in the sequencer or in the starting library material. It can be run in one of two modes. It can either run as a stand alone interactive application for the immediate analysis of small numbers of FastQ files, or it can be run in a non-interactive mode where it would be suitable for integrating into a larger analysis pipeline for the systematic processing of large numbers of files.	Sequence composition calculation, Sequencing quality control, Statistical calculation	Sequencing, Data quality management, Sequence analysis	To update	http://www.bioinformatics.babraham.ac.uk/projects/fastqc/	Fastq Manipulation	fastqc	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fastqc	0.74+galaxy0	fastqc	0.12.1	(1/1)	(1/1)	(1/1)
fastqe	1266	fastqe	FASTQE						To update	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fastqe	Sequence Analysis	fastqe	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fastqe	0.3.1+galaxy0	fastqe	0.3.1	(1/1)	(1/1)	(1/1)
fasttree	379	fasttree	FastTree infers approximately-maximum-likelihood phylogenetic trees from alignments of nucleotide or protein sequences - GVL	fasttree	FastTree	Infers approximately-maximum-likelihood phylogenetic trees from alignments of nucleotide or protein sequences.	Phylogenetic tree generation (from molecular sequences), Phylogenetic tree generation (maximum likelihood and Bayesian methods)	Phylogenetics, Sequence analysis	To update	http://www.microbesonline.org/fasttree/	Phylogenetics	fasttree	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fasttree	2.1.10	fasttree	2.1.11	(1/1)	(1/1)	(1/1)
fatovcf	22	fatovcf	Convert a FASTA alignment file to Variant Call Format (VCF) single-nucleotide diffs	UCSC_Genome_Browser_Utilities	UCSC Genome Browser Utilities	Utilities for handling sequences and assemblies from the UCSC Genome Browser project.		Sequence analysis	Up-to-date	http://hgdownload.cse.ucsc.edu/admin/exe/	Convert Formats	ucsc_fatovcf	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ucsc-tools/fatovcf	448	ucsc-fatovcf	448	(1/1)	(0/1)	(1/1)
featurecounts	4679	featurecounts	featureCounts counts the number of reads aligned to defined masked regions in a reference genome	featurecounts	FeatureCounts	featureCounts is a very efficient read quantifier. It can be used to summarize RNA-seq reads and gDNA-seq reads to a variety of genomic features such as genes, exons, promoters, gene bodies and genomic bins. It is included in the Bioconductor Rsubread package and also in the SourceForge Subread package.	Read summarisation	Sequencing	To update	http://bioinf.wehi.edu.au/featureCounts	RNA, Transcriptomics, Sequence Analysis	featurecounts	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/featurecounts	2.0.3	subread	2.0.6	(1/1)	(1/1)	(1/1)
feelnc	46	feelnc	Galaxy wrapper for FEELnc	feelnc	FEELnc	A tool to annotate long non-coding RNAs from RNA-seq assembled transcripts.	Annotation, Classification	RNA-seq, Functional, regulatory and non-coding RNA	To update	https://github.com/tderrien/FEELnc	Sequence Analysis	feelnc	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/feelnc	0.2.1	feelnc	0.2	(1/1)	(0/1)	(1/1)
fgsea	307	fgsea	Perform gene set testing using fgsea	fgsea	fgsea	The package implements an algorithm for fast gene set enrichment analysis. Using the fast algorithm allows to make more permutations and get more fine grained p-values, which allows to use accurate stantard approaches to multiple hypothesis correction.	Gene-set enrichment analysis	Genetics	To update	https://bioconductor.org/packages/release/bioc/html/fgsea.html	Visualization, Transcriptomics, Statistics	fgsea	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fgsea	1.8.0+galaxy1	bioconductor-fgsea	1.28.0	(1/1)	(1/1)	(1/1)
filtlong	617	filtlong	Filtlong - Filtering long reads by quality	"
                filtlong
            "					Up-to-date	https://github.com/rrwick/Filtlong	Fastq Manipulation, Sequence Analysis	filtlong	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/filtlong	0.2.1	filtlong	0.2.1	(1/1)	(1/1)	(1/1)
flash	74	flash	Fast Length Adjustment of SHort reads	flash	FLASH	Identifies paired-end reads which overlap in the middle, converting them to single long reads	Read pre-processing, Sequence merging, Sequence assembly	Sequencing, Sequence assembly	Up-to-date	https://ccb.jhu.edu/software/FLASH/	Assembly, Fastq Manipulation	flash	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/flash	1.2.11	flash	1.2.11	(1/1)	(0/1)	(1/1)
fraggenescan	68	fraggenescan	Tool for finding (fragmented) genes in short read	fraggenescan	FragGeneScan	Application for finding (fragmented) genes in short reads	Gene prediction	Genetics, Sequence analysis	To update	https://sourceforge.net/projects/fraggenescan/	Sequence Analysis	fraggenescan	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fraggenescan/		fraggenescan	1.31	(0/1)	(1/1)	(1/1)
freebayes	2601	freebayes, bamleftalign	Galaxy Freebayes Bayesian genetic variant detector tool	freebayes	FreeBayes	Bayesian genetic variant detector designed to find small polymorphisms, specifically SNPs, indels, multi-nucleotide polymorphisms, and complex events (composite insertion and substitution events) smaller than the length of a short-read sequencing alignment.	Variant calling, Statistical calculation	Genomics, Genetic variation, Rare diseases	To update	https://github.com/ekg/freebayes	Variant Analysis	freebayes	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tools/freebayes	1.3.6	freebayes	1.3.7	(2/2)	(2/2)	(2/2)
gecko	112	gecko	Ungapped genome comparison						Up-to-date	https://github.com/otorreno/gecko	Sequence Analysis	gecko	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/gecko	1.2	gecko	1.2	(0/1)	(1/1)	(1/1)
genomescope	329	genomescope	Analyze unassembled short reads						Up-to-date	https://github.com/tbenavi1/genomescope2.0	Statistics	genomescope	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/genomescope	2.0	genomescope2	2.0	(1/1)	(1/1)	(1/1)
genomic_super_signature	11	genomic_super_signature	Interpretation of RNAseq experiments through robust, efficient comparison to public databases	genomicsupersignature	GenomicSuperSignature	GenomicSuperSignature is a package for the interpretation of RNA-seq experiments through robust, efficient comparison to public databases.	Gene-set enrichment analysis, Essential dynamics, Deposition, Principal component visualisation, Dimensionality reduction	RNA-Seq, Transcriptomics, Microbial ecology, Genotype and phenotype, Microarray experiment	To update	https://github.com/shbrief/GenomicSuperSignature	Sequence Analysis, RNA, Transcriptomics	genomic_super_signature	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/genomic_super_signature	1.2.0	bioconductor-genomicsupersignature	1.10.0	(0/1)	(0/1)	(1/1)
genrich	79	genrich	Genrich is a peak-caller for genomic enrichment assays (e.g. ChIP-seq, ATAC-seq).						To update	https://github.com/jsh58/Genrich	ChIP-seq	genrich	iuc	https://github.com/jsh58/Genrich	0.5+galaxy2	genrich	0.6.1	(1/1)	(1/1)	(1/1)
get_hrun	1	get_hrun	Annotate indel variants with homopolymer context						To update	https://github.com/galaxyproject/tools-iuc/tree/master/tools/get_hrun	Variant Analysis	get_hrun	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/get_hrun	0.5.9.2	pyfaidx	0.8.1.1	(0/1)	(0/1)	(1/1)
gfa_to_fa	332	gfa_to_fa	gfa_to_fa - Converting GFA format to Fasta format						To update	http://gfa-spec.github.io/GFA-spec/	Convert Formats	gfa_to_fa	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/gfa_to_fa	0.1.2			(1/1)	(1/1)	(1/1)
gffcompare	381	gffcompare	Galaxy wrappers for Geo Pertea's GffCompare package.	gffcompare	gffcompare	Program for comparing, annotating, merging and tracking transcripts in GFF files.	Sequence annotation	Nucleic acids, Sequence analysis	Up-to-date	https://github.com/gpertea/gffcompare/	Transcriptomics	gffcompare	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/gffcompare	0.12.6	gffcompare	0.12.6	(1/1)	(1/1)	(1/1)
gffread	680	gffread	gffread filters and/or converts GFF3/GTF2 records	gffread	gffread	program for filtering, converting and manipulating GFF files	Sequence annotation	Nucleic acids, Sequence analysis	Up-to-date	http://ccb.jhu.edu/software/stringtie/gff.shtml#gffread/	Sequence Analysis	gffread	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tools/gffread	0.12.7	gffread	0.12.7	(1/1)	(1/1)	(1/1)
goenrichment	321	goenrichment, goslimmer	Performs GO Enrichment analysis.	goenrichment	GOEnrichment	GOEnrichment is a tool for performing GO enrichment analysis of gene sets, such as those obtained from RNA-seq or Microarray experiments, to help characterize them at the functional level. It is available in Galaxy Europe and as a stand-alone tool.GOEnrichment is flexible in that it allows the user to use any version of the Gene Ontology and any GO annotation file they desire. To enable the use of GO slims, it is accompanied by a sister tool GOSlimmer, which can convert annotation files from full GO to any specified GO slim.The tool features an optional graph clustering algorithm to reduce the redundancy in the set of enriched GO terms and simplify its output.It was developed by the BioData.pt / ELIXIR-PT team at the Instituto Gulbenkian de Ciência.	Gene-set enrichment analysis	Transcriptomics	Up-to-date	https://github.com/DanFaria/GOEnrichment	Genome annotation		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/goenrichment	2.0.1	goenrichment	2.0.1	(2/2)	(2/2)	(2/2)
goseq	1210	goseq	goseq does selection-unbiased testing for category enrichment amongst differentially expressed (DE) genes for RNA-seq data	goseq	GOseq	Detect Gene Ontology and/or other user defined categories which are over/under represented in RNA-seq data.	Gene functional annotation	RNA-Seq	To update	https://bioconductor.org/packages/release/bioc/html/goseq.html	Statistics, RNA, Micro-array Analysis	goseq	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/goseq	1.50.0	bioconductor-goseq	1.54.0	(1/1)	(1/1)	(1/1)
graphembed	2	graphembed	Compute a 2D embedding of a data matrix given supervised class information						Up-to-date	https://github.com/fabriziocosta/GraphEmbed	Statistics, Graphics	graphembed	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/graphembed/	2.4	graph_embed	2.4	(1/1)	(0/1)	(1/1)
graphlan	247	graphlan, graphlan_annotate	GraPhlAn is a software tool for producing high-quality circular representations of taxonomic and phylogenetic trees						To update	https://bitbucket.org/nsegata/graphlan/overview	Metagenomics, Graphics, Phylogenetics	graphlan	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/humann2/		graphlan	1.1.3	(2/2)	(2/2)	(2/2)
gubbins	145	gubbins	Gubbins - bacterial recombination detection	gubbins	Gubbins	Gubbins is a tool for rapid phylogenetic analysis of large samples of recombinant bacterial whole genome sequences.	Genotyping, Phylogenetic inference, Ancestral reconstruction	Phylogeny, Genotype and phenotype, Whole genome sequencing	To update		Sequence Analysis	gubbins	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/gubbins	3.2.1	gubbins	3.3.1	(1/1)	(1/1)	(1/1)
hapog	36	hapog	Hapo-G - Haplotype-Aware Polishing of Genomes						To update	https://github.com/institut-de-genomique/HAPO-G	Assembly	hapog	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/hapog	1.3.6	hapog	1.3.7	(0/1)	(0/1)	(1/1)
heinz	54	heinz_bum, heinz, heinz_scoring, heinz_visualization	An algorithm for identification of the optimal scoring subnetwork.	bionet	BioNet	This package provides functions for the integrated analysis of protein-protein interaction networks and the detection of functional modules. Different datasets can be integrated into the network by assigning p-values of statistical tests to the nodes of the network. By fitting a beta-uniform mixture model and calculating scores from these p-values, overall scores of network regions can be calculated and an integer linear programming algorithm identifies the maximum scoring subnetwork.	Protein interaction analysis	Molecular interactions, pathways and networks, Protein interactions	To update	https://github.com/ls-cwi/heinz	Transcriptomics, Visualization, Statistics	heinz	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/heinz	1.0	bioconductor-bionet	1.62.0	(4/4)	(4/4)	(4/4)
